rank	lemma	upos	count	per_million
2367	istaknuti	ADJ	44597	48.22
2368	aparat	NOUN	44577	48.20
2369	zamjena	NOUN	44547	48.17
2370	potpredsjednik	NOUN	44521	48.14
2371	saopštenje	NOUN	44492	48.11
2372	obrazovni	ADJ	44460	48.07
2373	rod	NOUN	44406	48.01
2374	grana	NOUN	44404	48.01
2375	pretpostavljati	VERB	44391	48.00
2376	doprinositi	VERB	44323	47.92
2377	instrument	NOUN	44315	47.91
2378	isplatiti	VERB	44299	47.90
2379	dopuna	NOUN	44284	47.88
2380	rijetko	ADV	44261	47.86
2381	proračun	NOUN	44248	47.84
2382	proizvodni	ADJ	44152	47.74
2383	izvršenje	NOUN	44129	47.71
2384	tekući	ADJ	44115	47.70
2385	sveučilište	NOUN	44087	47.67
2386	menadžment	NOUN	44023	47.60
2387	obećanje	NOUN	44019	47.59
2388	cvijeće	NOUN	44017	47.59
2389	menadžer	NOUN	44004	47.58
2390	slavan	ADJ	44003	47.58
2391	tuđ	ADJ	43976	47.55
2392	brdo	NOUN	43950	47.52
2393	džemat	NOUN	43944	47.51
2394	pomalo	ADV	43930	47.50
2395	poći	VERB	43923	47.49
2396	izbjegavati	VERB	43867	47.43
2397	spremati	VERB	43854	47.42
2398	Mesec	NOUN	43801	47.36
2399	testiranje	NOUN	43775	47.33
2400	govoriti	ADV	43753	47.31
2401	ponovan	ADJ	43705	47.25
2402	potpora	NOUN	43672	47.22
2403	neposredan	ADJ	43637	47.18
2404	radovati	VERB	43636	47.18
2405	nuklearan	ADJ	43569	47.11
2406	materija	NOUN	43557	47.09
2407	ispunjavati	VERB	43546	47.08
2408	unapređenje	NOUN	43542	47.08
2409	poduzeće	NOUN	43531	47.07
2410	praćenje	NOUN	43524	47.06
2411	prosjek	NOUN	43514	47.05
2412	mentalan	ADJ	43508	47.04
2413	šala	NOUN	43488	47.02
2414	primjenjivati	VERB	43477	47.01
2415	traka	NOUN	43404	46.93
2416	vladavina	NOUN	43390	46.91
2417	smanjiti	ADJ	43320	46.84
2418	k	X	43248	46.76
2419	vrtić	NOUN	43246	46.76
2420	tribina	NOUN	43239	46.75
2421	pristupiti	VERB	43237	46.75
2422	donacija	NOUN	43225	46.74
2423	wrote	X	43218	46.73
2424	ubaciti	VERB	43170	46.68
2425	osećati	VERB	43168	46.67
2426	zračan	ADJ	43166	46.67
2427	bezbjednost	NOUN	43141	46.65
2428	carstvo	NOUN	43122	46.62
2429	prepreka	NOUN	43020	46.51
2430	golman	NOUN	42994	46.49
2431	muka	NOUN	42968	46.46
2432	kamion	NOUN	42933	46.42
2433	primaran	ADJ	42932	46.42
2434	susjedni	ADJ	42931	46.42
2435	administracija	NOUN	42918	46.40
2436	branitelj	NOUN	42918	46.40
2437	slava	NOUN	42905	46.39
2438	relativno	ADV	42901	46.39
2439	ocijeniti	VERB	42895	46.38
2440	porasti	VERB	42885	46.37
2441	oštetiti	ADJ	42879	46.36
2442	on	X	42858	46.34
2443	ostvarenje	NOUN	42857	46.34
2444	dječiji	ADJ	42849	46.33
2445	objekat	NOUN	42845	46.33
2446	privući	VERB	42797	46.27
2447	žut	ADJ	42771	46.25
2448	ispravan	ADJ	42760	46.23
2449	uraditi	ADJ	42724	46.19
2450	kongres	NOUN	42711	46.18
2451	poručivati	VERB	42687	46.15
2452	suprug	NOUN	42686	46.15
2453	ministrica	NOUN	42673	46.14
2454	saznavati	VERB	42621	46.08
2455	sporan	ADJ	42613	46.07
2456	izbaciti	VERB	42587	46.05
2457	mještanin	NOUN	42535	45.99
2458	relevantan	ADJ	42446	45.89
2459	cjelina	NOUN	42391	45.83
2460	p	NOUN	42366	45.81
2461	Ref	X	42327	45.77
2462	intenzivan	ADJ	42320	45.76
2463	Del	NOUN	42314	45.75
2464	uvid	NOUN	42303	45.74
2465	ravan	ADJ	42300	45.74
2466	vladajući	ADJ	42269	45.70
2467	sjesti	VERB	42248	45.68
2468	ovisiti	VERB	42243	45.67
2469	košarkaš	NOUN	42233	45.66
2470	dar	NOUN	42145	45.57
2471	liječnik	NOUN	42142	45.57
2472	jesen	NOUN	42097	45.52
2473	pravosuđe	NOUN	42011	45.42
2474	otprilike	ADV	41995	45.41
2475	sladak	ADJ	41987	45.40
2476	naprijed	ADV	41951	45.36
2477	pružanje	NOUN	41930	45.34
2478	izuzetan	ADJ	41895	45.30
2479	kasan	ADJ	41884	45.29
2480	spustiti	VERB	41882	45.28
2481	sir	NOUN	41848	45.25
2482	osnivač	NOUN	41846	45.24
2483	prijaviti	ADJ	41791	45.19
2484	crkven	ADJ	41789	45.18
2485	uposlenik	NOUN	41782	45.18
2486	rođenje	NOUN	41780	45.17
2487	siromašan	ADJ	41780	45.17
2488	podizanje	NOUN	41731	45.12
2489	obećati	VERB	41721	45.11
2490	izvesti	ADJ	41702	45.09
2491	eventualan	ADJ	41669	45.05
2492	rudnik	NOUN	41664	45.05
2493	noćni	ADJ	41657	45.04
2494	^	X	41625	45.01
2495	obrazac	NOUN	41585	44.96
2496	unatoč	ADP	41574	44.95
2497	saopćenje	NOUN	41570	44.95
2498	smještaj	NOUN	41561	44.94
2499	sviđati	VERB	41539	44.91
2500	vrhovni	ADJ	41539	44.91
2501	Dec	NOUN	41504	44.88
2502	derbi	NOUN	41483	44.85
2503	drama	NOUN	41478	44.85
2504	start	NOUN	41475	44.84
2505	spoj	NOUN	41471	44.84
2506	strijelac	NOUN	41463	44.83
2507	upućivati	VERB	41427	44.79
2508	ekološki	ADJ	41386	44.75
2509	pretpostavka	NOUN	41341	44.70
2510	održiv	ADJ	41320	44.68
2511	rezultirati	VERB	41273	44.63
2512	bilježiti	VERB	41248	44.60
2513	smjena	NOUN	41196	44.54
2514	interesantan	ADJ	41146	44.49
2515	ugao	NOUN	41111	44.45
2516	znanost	NOUN	41058	44.39
2517	signal	NOUN	41057	44.39
2518	davno	ADV	41045	44.38
2519	pucati	VERB	41040	44.37
2520	efikasnost	NOUN	41038	44.37
2521	isporuka	NOUN	41029	44.36
2522	kreirati	VERB	41028	44.36
2523	pritvor	NOUN	41012	44.34
2524	struka	NOUN	40966	44.29
2525	jutarnji	ADJ	40935	44.26
2526	koliki	DET	40927	44.25
2527	takozvani	ADJ	40897	44.22
2528	ljubiti	VERB	40894	44.22
2529	poredak	NOUN	40887	44.21
2530	opstanak	NOUN	40847	44.16
2531	×	X	40811	44.13
2532	zasluživati	VERB	40810	44.12
2533	novost	NOUN	40797	44.11
2534	središnji	ADJ	40754	44.06
2535	inostranstvo	NOUN	40724	44.03
2536	pozdraviti	VERB	40719	44.03
2537	svjetlost	NOUN	40718	44.03
2538	dvorište	NOUN	40684	43.99
2539	učitelj	NOUN	40635	43.94
2540	stradati	VERB	40570	43.87
2541	demokratija	NOUN	40560	43.85
2542	utrka	NOUN	40530	43.82
2543	važiti	VERB	40487	43.78
2544	povezivati	VERB	40482	43.77
2545	transfer	NOUN	40468	43.76
2546	car	NOUN	40467	43.75
2547	nastavni	ADJ	40457	43.74
2548	revolucija	NOUN	40442	43.73
2549	pojas	NOUN	40433	43.72
2550	iznenaditi	VERB	40377	43.66
2551	sastati	VERB	40369	43.65
2552	tolik	DET	40346	43.62
2553	individualan	ADJ	40337	43.61
2554	poslužiti	VERB	40324	43.60
2555	opisivati	VERB	40319	43.59
2556	oštar	ADJ	40318	43.59
2557	angažman	NOUN	40288	43.56
2558	ekran	NOUN	40237	43.51
2559	rođendan	NOUN	40211	43.48
2560	suočavati	VERB	40193	43.46
2561	ostavka	NOUN	40175	43.44
2562	blizu	ADP	40095	43.35
2563	popiti	VERB	40084	43.34
2564	vizija	NOUN	40062	43.32
2565	napredovati	VERB	40051	43.30
2566	odraditi	VERB	40048	43.30
2567	saopštiti	VERB	40048	43.30
2568	šesti	ADJ	40030	43.28
2569	bolesnik	NOUN	40025	43.28
2570	inteligencija	NOUN	40022	43.27
2571	čaša	NOUN	40015	43.27
2572	položiti	VERB	39996	43.24
2573	zanimanje	NOUN	39971	43.22
2574	spavanje	NOUN	39952	43.20
2575	doma	ADV	39948	43.19
2576	zaštititi	ADJ	39938	43.18
2577	implementacija	NOUN	39907	43.15
2578	uho	NOUN	39894	43.13
2579	saobraćaj	NOUN	39887	43.13
2580	baterija	NOUN	39808	43.04
2581	prevencija	NOUN	39713	42.94
2582	akademski	ADJ	39701	42.93
2583	mišić	NOUN	39670	42.89
2584	prehrana	NOUN	39659	42.88
2585	obraćanje	NOUN	39656	42.88
2586	pristati	VERB	39636	42.86
2587	disciplina	NOUN	39635	42.85
2588	ljubitelj	NOUN	39634	42.85
2589	trava	NOUN	39629	42.85
2590	dolje	ADV	39598	42.81
2591	uzvisiti	ADJ	39578	42.79
2592	konkurs	NOUN	39526	42.74
2593	zahvaljivati	VERB	39510	42.72
2594	kamp	NOUN	39500	42.71
2595	svetski	ADJ	39466	42.67
2596	predlagati	VERB	39446	42.65
2597	potpisivanje	NOUN	39410	42.61
2598	razmatrati	VERB	39402	42.60
2599	tona	NOUN	39396	42.60
2600	ukloniti	VERB	39348	42.54
2601	prikaz	NOUN	39315	42.51
2602	provjera	NOUN	39306	42.50
2603	večernji	ADJ	39302	42.49
2604	standardan	ADJ	39291	42.48
2605	odjednom	ADV	39284	42.47
2606	kutija	NOUN	39280	42.47
2607	inspektor	NOUN	39268	42.46
2608	najprije	ADV	39250	42.44
2609	pamtiti	VERB	39238	42.43
2610	kratko	ADV	39219	42.40
2611	snimanje	NOUN	39217	42.40
2612	dijaspora	NOUN	39204	42.39
2613	poezija	NOUN	39178	42.36
2614	by	X	39147	42.33
2615	kompleks	NOUN	39132	42.31
2616	utisak	NOUN	39123	42.30
2617	prezentacija	NOUN	39092	42.27
2618	razvojan	ADJ	39044	42.22
2619	oštećenje	NOUN	39036	42.21
2620	stupanj	NOUN	39035	42.21
2621	balkanski	ADJ	39008	42.18
2622	savjetnik	NOUN	38922	42.08
2623	jug	NOUN	38902	42.06
2624	svjež	ADJ	38898	42.06
2625	prostoran	ADJ	38836	41.99
2626	nos	NOUN	38807	41.96
2627	izdvajati	VERB	38795	41.95
2628	oglasiti	VERB	38783	41.93
2629	ustati	VERB	38783	41.93
2630	ispuniti	ADJ	38779	41.93
2631	povijesni	ADJ	38756	41.90
2632	distrikt	NOUN	38751	41.90
2633	rješavati	VERB	38739	41.89
2634	preostao	ADJ	38723	41.87
2635	uvjerenje	NOUN	38704	41.85
2636	mladost	NOUN	38693	41.84
2637	planet	NOUN	38682	41.82
2638	nedavan	ADJ	38652	41.79
2639	teroristički	ADJ	38602	41.74
2640	poželjeti	VERB	38590	41.72
2641	objašnjenje	NOUN	38556	41.69
2642	mjerenje	NOUN	38530	41.66
2643	natjecanje	NOUN	38517	41.65
2644	nezavisnost	NOUN	38504	41.63
2645	reagirati	VERB	38469	41.59
2646	ubijati	VERB	38441	41.56
2647	varijanta	NOUN	38433	41.55
2648	primanje	NOUN	38415	41.54
2649	obilježavati	VERB	38371	41.49
2650	sol	NOUN	38355	41.47
2651	norma	NOUN	38351	41.47
2652	predstavljanje	NOUN	38344	41.46
2653	meta	NOUN	38312	41.42
2654	dubina	NOUN	38237	41.34
2655	urednik	NOUN	38207	41.31
2656	tužan	ADJ	38203	41.31
2657	osobito	ADV	38196	41.30
2658	kršenje	NOUN	38182	41.28
2659	počiniti	ADJ	38175	41.28
2660	slučajno	ADV	38152	41.25
2661	zatvoriti	ADJ	38100	41.19
2662	odbijati	VERB	38080	41.17
2663	praktično	ADV	38077	41.17
2664	doista	ADV	38075	41.17
2665	odgoj	NOUN	38073	41.17
2666	rezolucija	NOUN	38062	41.15
2667	groblje	NOUN	38049	41.14
2668	propustiti	VERB	38034	41.12
2669	neposredno	ADV	38006	41.09
2670	pojesti	VERB	38004	41.09
2671	biti	VERB	37986	41.07
2672	bakterija	NOUN	37984	41.07
2673	spor	NOUN	37953	41.04
2674	složiti	VERB	37920	41.00
2675	analizirati	VERB	37902	40.98
2676	lično	ADV	37895	40.97
2677	transport	NOUN	37851	40.93
2678	lagati	VERB	37843	40.92
2679	pranje	NOUN	37838	40.91
2680	pokazatelj	NOUN	37825	40.90
2681	y	X	37777	40.85
2682	dugoročan	ADJ	37750	40.82
2683	ishod	NOUN	37745	40.81
2684	uspostavljanje	NOUN	37741	40.81
2685	ponos	NOUN	37697	40.76
2686	tužilac	NOUN	37689	40.75
2687	saveznik	NOUN	37669	40.73
2688	poteškoća	NOUN	37650	40.71
2689	zaraziti	ADJ	37580	40.63
2690	raniti	ADJ	37579	40.63
2691	sanjati	VERB	37578	40.63
2692	omogućivati	VERB	37574	40.63
2693	zabilježiti	VERB	37529	40.58
2694	dosad	ADV	37525	40.57
2695	prednji	ADJ	37515	40.56
2696	blokada	NOUN	37505	40.55
2697	uvoz	NOUN	37486	40.53
2698	ugodan	ADJ	37463	40.51
2699	nevladin	ADJ	37461	40.50
2700	predsjedavajući	ADJ	37458	40.50
2701	istraživač	NOUN	37437	40.48
2702	saopćiti	VERB	37432	40.47
2703	argument	NOUN	37427	40.47
2704	diploma	NOUN	37394	40.43
2705	omladinski	ADJ	37392	40.43
2706	koncentracija	NOUN	37359	40.39
2707	poginuli	ADJ	37358	40.39
2708	dogovoriti	ADJ	37345	40.38
2709	ispasti	VERB	37312	40.34
2710	popraviti	VERB	37302	40.33
2711	porezni	ADJ	37299	40.33
2712	zaposliti	ADJ	37284	40.31
2713	višak	NOUN	37278	40.31
2714	potpisati	ADJ	37276	40.30
2715	majstor	NOUN	37242	40.27
2716	saradnik	NOUN	37211	40.23
2717	zasnovati	ADJ	37209	40.23
2718	iznenađenje	NOUN	37202	40.22
2719	grijanje	NOUN	37190	40.21
2720	album	NOUN	37114	40.13
2721	odigrati	ADJ	37099	40.11
2722	doživljavati	VERB	37091	40.10
2723	kancelarija	NOUN	37083	40.10
2724	potpis	NOUN	36978	39.98
2725	raspravljati	VERB	36962	39.96
2726	delegat	NOUN	36948	39.95
2727	haljina	NOUN	36938	39.94
2728	sedmi	ADJ	36932	39.93
2729	zlo	ADV	36923	39.92
2730	klinika	NOUN	36893	39.89
2731	postignuti	ADJ	36889	39.89
2732	ostvarivanje	NOUN	36846	39.84
2733	mirovni	ADJ	36827	39.82
2734	maksimalno	ADV	36801	39.79
2735	tragedija	NOUN	36793	39.78
2736	lagan	ADJ	36785	39.77
2737	najavljivati	VERB	36782	39.77
2738	središte	NOUN	36776	39.76
2739	tržišni	ADJ	36773	39.76
2740	apsolutan	ADJ	36770	39.76
2741	statistika	NOUN	36769	39.76
2742	snimiti	VERB	36733	39.72
2743	zvanično	ADV	36726	39.71
2744	bomba	NOUN	36723	39.71
2745	prijateljstvo	NOUN	36708	39.69
2746	gospođa	NOUN	36692	39.67
2747	poduzeti	VERB	36682	39.66
2748	ulagati	VERB	36635	39.61
2749	borački	ADJ	36614	39.59
2750	unaprijed	ADV	36609	39.58
2751	savjetovati	VERB	36585	39.56
2752	pod	NOUN	36560	39.53
2753	ideologija	NOUN	36553	39.52
2754	utvrđivanje	NOUN	36505	39.47
2755	−	X	36499	39.46
2756	protein	NOUN	36486	39.45
2757	imenovati	VERB	36480	39.44
2758	ukus	NOUN	36477	39.44
2759	rekord	NOUN	36414	39.37
2760	precizan	ADJ	36403	39.36
2761	fin	ADJ	36402	39.36
2762	imenovati	ADJ	36401	39.36
2763	desetina	NOUN	36394	39.35
2764	oporavak	NOUN	36378	39.33
2765	konvencija	NOUN	36367	39.32
2766	sudionik	NOUN	36360	39.31
2767	pohvaliti	VERB	36357	39.31
2768	postizati	VERB	36349	39.30
2769	manjina	NOUN	36348	39.30
2770	teći	VERB	36345	39.30
2771	galerija	NOUN	36337	39.29
2772	nastanak	NOUN	36335	39.29
2773	prikupljanje	NOUN	36331	39.28
2774	mučiti	VERB	36324	39.27
2775	ustvari	ADV	36299	39.25
2776	patiti	VERB	36280	39.23
2777	zbirka	NOUN	36273	39.22
2778	obavijestiti	VERB	36262	39.21
2779	srušiti	VERB	36259	39.20
2780	aktivno	ADV	36248	39.19
2781	pritom	ADV	36219	39.16
2782	križ	NOUN	36187	39.13
2783	zadužiti	ADJ	36173	39.11
2784	izolacija	NOUN	36162	39.10
2785	vakčina	NOUN	36143	39.08
2786	osiguravati	VERB	36086	39.02
2787	nalaz	NOUN	36075	39.01
2788	ptica	NOUN	36074	39.00
2789	proslava	NOUN	36063	38.99
2790	cijev	NOUN	36042	38.97
2791	legenda	NOUN	36037	38.96
2792	nogomet	NOUN	36037	38.96
2793	zabraniti	VERB	36037	38.96
2794	slavlje	NOUN	36019	38.94
2795	čelik	NOUN	35979	38.90
2796	prikazati	VERB	35959	38.88
2797	pomoćnik	NOUN	35949	38.87
2798	naići	VERB	35942	38.86
2799	litra	NOUN	35913	38.83
2800	austrijski	ADJ	35875	38.79
2801	beogradski	ADJ	35855	38.77
2802	III.	ADJ	35838	38.75
2803	pouzdan	ADJ	35836	38.75
2804	st.	NOUN	35835	38.75
2805	izlaz	NOUN	35812	38.72
2806	katastrofa	NOUN	35812	38.72
2807	detaljan	ADJ	35810	38.72
2808	predstojeći	ADJ	35796	38.70
2809	razmisliti	VERB	35761	38.67
2810	bolan	ADJ	35747	38.65
2811	pravilan	ADJ	35736	38.64
2812	seks	NOUN	35733	38.64
2813	A.	NOUN	35720	38.62
2814	rupa	NOUN	35712	38.61
2815	hrabrost	NOUN	35693	38.59
2816	glasanje	NOUN	35692	38.59
2817	zagrebački	ADJ	35682	38.58
2818	odbaciti	VERB	35681	38.58
2819	nevjerovatan	ADJ	35569	38.46
2820	zadovoljiti	VERB	35549	38.44
2821	koristiti	ADJ	35525	38.41
2822	upala	NOUN	35521	38.41
2823	strast	NOUN	35507	38.39
2824	propasti	VERB	35483	38.37
2825	rezerva	NOUN	35479	38.36
2826	stvoriti	ADJ	35447	38.33
2827	taman	ADJ	35432	38.31
2828	čuven	ADJ	35428	38.31
2829	hrabar	ADJ	35388	38.26
2830	zatvaranje	NOUN	35387	38.26
2831	oboljeo	ADJ	35363	38.24
2832	uklanjanje	NOUN	35360	38.23
2833	posjetilac	NOUN	35306	38.17
2834	odabrati	ADJ	35296	38.16
2835	pošta	NOUN	35294	38.16
2836	zahvalnost	NOUN	35290	38.16
2837	osuditi	VERB	35289	38.16
2838	heroj	NOUN	35250	38.11
2839	plus	NOUN	35233	38.09
2840	odobriti	VERB	35232	38.09
2841	uvjeriti	VERB	35206	38.07
2842	pogodan	ADJ	35204	38.06
2843	junak	NOUN	35177	38.03
2844	odabir	NOUN	35166	38.02
2845	glumica	NOUN	35160	38.02
2846	kurs	NOUN	35144	38.00
2847	drug	NOUN	35140	37.99
2848	mnoštvo	NOUN	35135	37.99
2849	kći	NOUN	35127	37.98
2850	tunel	NOUN	35088	37.94
2851	originalan	ADJ	35054	37.90
2852	spisak	NOUN	35003	37.85
2853	zarada	NOUN	34989	37.83
2854	Pro	X	34985	37.83
2855	osjetljiv	ADJ	34945	37.78
2856	suditi	VERB	34937	37.77
2857	iskusan	ADJ	34933	37.77
2858	trgovac	NOUN	34931	37.77
2859	zavisnost	NOUN	34884	37.72
2860	udjel	NOUN	34879	37.71
2861	terorizam	NOUN	34863	37.69
2862	raspoloženje	NOUN	34856	37.69
2863	pokretati	VERB	34841	37.67
2864	asistencija	NOUN	34831	37.66
2865	napadati	VERB	34799	37.63
2866	prijateljski	ADJ	34776	37.60
2867	divlji	ADJ	34752	37.57
2868	zaključivati	VERB	34749	37.57
2869	družiti	VERB	34746	37.57
2870	dešavanje	NOUN	34741	37.56
2871	dužnosnik	NOUN	34721	37.54
2872	bračni	ADJ	34655	37.47
2873	otkriti	ADJ	34632	37.45
2874	staklo	NOUN	34626	37.44
2875	verovatno	ADV	34623	37.44
2876	stranački	ADJ	34611	37.42
2877	finansirati	VERB	34608	37.42
2878	debeo	ADJ	34585	37.39
2879	zloupotreba	NOUN	34585	37.39
2880	registar	NOUN	34574	37.38
2881	narediti	VERB	34503	37.31
2882	opšt	ADJ	34497	37.30
2883	ambasada	NOUN	34469	37.27
2884	osnovati	VERB	34441	37.24
2885	strog	ADJ	34428	37.22
2886	ručak	NOUN	34427	37.22
2887	izvanredan	ADJ	34416	37.21
2888	guma	NOUN	34414	37.21
2889	tuzlarija	NOUN	34412	37.21
2890	vijećnik	NOUN	34411	37.21
2891	izdavanje	NOUN	34410	37.20
2892	nogometaš	NOUN	34397	37.19
2893	literatura	NOUN	34393	37.19
2894	upis	NOUN	34383	37.18
2895	obići	VERB	34380	37.17
2896	obračun	NOUN	34375	37.17
2897	napokon	ADV	34365	37.16
2898	zahvalan	ADJ	34309	37.10
2899	patnja	NOUN	34300	37.09
2900	komanda	NOUN	34278	37.06
2901	studentski	ADJ	34277	37.06
2902	napisati	ADJ	34264	37.05
2903	blokirati	VERB	34259	37.04
2904	obilježiti	ADJ	34240	37.02
2905	plasirati	VERB	34237	37.02
2906	predviđati	VERB	34207	36.99
2907	međusobno	ADV	34200	36.98
2908	otvoreno	ADV	34196	36.97
2909	zmaj	NOUN	34187	36.96
2910	označavati	VERB	34130	36.90
2911	milost	NOUN	34098	36.87
2912	uspeti	VERB	34091	36.86
2913	tumačenje	NOUN	34066	36.83
2914	tanak	ADJ	34048	36.81
2915	zabavan	ADJ	34048	36.81
2916	proširenje	NOUN	34043	36.81
2917	D.	NOUN	34030	36.79
2918	drven	ADJ	34011	36.77
2919	hraniti	VERB	34003	36.76
2920	klimatski	ADJ	33979	36.74
2921	prebaciti	VERB	33926	36.68
2922	susretati	VERB	33916	36.67
2923	zamoliti	VERB	33895	36.65
2924	stupiti	VERB	33884	36.64
2925	organski	ADJ	33855	36.60
2926	ljubavni	ADJ	33812	36.56
2927	ugledati	VERB	33763	36.51
2928	savezni	ADJ	33723	36.46
2929	analitičar	NOUN	33714	36.45
2930	priznavati	VERB	33710	36.45
2931	teza	NOUN	33686	36.42
2932	diplomatski	ADJ	33670	36.40
2933	veli	VERB	33662	36.40
2934	for	X	33643	36.38
2935	čestitka	NOUN	33632	36.36
2936	olakšati	VERB	33631	36.36
2937	modni	ADJ	33625	36.36
2938	domaćinstvo	NOUN	33570	36.30
2939	fenomen	NOUN	33553	36.28
2940	izboriti	VERB	33537	36.26
2941	opterećenje	NOUN	33512	36.23
2942	napominjati	VERB	33486	36.21
2943	imam	NOUN	33478	36.20
2944	predsednik	NOUN	33465	36.18
2945	trojka	NOUN	33465	36.18
2946	hram	NOUN	33463	36.18
2947	sjever	NOUN	33459	36.18
2948	točno	ADV	33442	36.16
2949	istraživati	VERB	33410	36.12
2950	X	X	33396	36.11
2951	razum	NOUN	33385	36.10
2952	prići	VERB	33368	36.08
2953	stih	NOUN	33366	36.08
2954	nemački	ADJ	33357	36.07
2955	stablo	NOUN	33346	36.05
2956	luka	NOUN	33339	36.05
2957	odsto	NOUN	33314	36.02
2958	obaviti	ADJ	33305	36.01
2959	predstavnički	ADJ	33280	35.98
2960	gospodarski	ADJ	33272	35.97
2961	is	X	33208	35.91
2962	platiti	ADJ	33202	35.90
2963	dejstvo	NOUN	33190	35.89
2964	vakcina	NOUN	33148	35.84
2965	podijeliti	ADJ	33147	35.84
2966	dnevnik	NOUN	33116	35.81
2967	definicija	NOUN	33106	35.80
2968	mnogobrojan	ADJ	33103	35.79
2969	košarkaški	ADJ	33101	35.79
2970	izvješće	NOUN	33088	35.78
2971	doduše	ADV	33087	35.77
2972	akter	NOUN	33086	35.77
2973	ukidanje	NOUN	33077	35.76
2974	zahtev	NOUN	33052	35.74
2975	prevoz	NOUN	32999	35.68
2976	sklon	ADJ	32998	35.68
2977	zauzimati	VERB	32995	35.68
2978	očekivati	ADJ	32984	35.66
2979	bacati	VERB	32978	35.66
2980	tata	NOUN	32959	35.64
2981	diskriminacija	NOUN	32944	35.62
2982	suočiti	VERB	32944	35.62
2983	sresti	VERB	32937	35.61
2984	sudac	NOUN	32927	35.60
2985	cijeniti	VERB	32924	35.60
2986	bazen	NOUN	32917	35.59
2987	liječiti	VERB	32902	35.57
2988	nužan	ADJ	32893	35.56
2989	referendum	NOUN	32878	35.55
2990	vezati	VERB	32874	35.54
2991	pesma	NOUN	32837	35.50
2992	široko	ADV	32810	35.48
2993	oduzeti	VERB	32787	35.45
2994	klima	NOUN	32752	35.41
2995	smeće	NOUN	32740	35.40
2996	kraljevski	ADJ	32733	35.39
2997	slovenski	ADJ	32728	35.39
2998	napredan	ADJ	32726	35.38
2999	birač	NOUN	32699	35.35
3000	logika	NOUN	32693	35.35
3001	potrošiti	VERB	32661	35.31
3002	obim	NOUN	32632	35.28
3003	likovni	ADJ	32627	35.28
3004	kolovoz	NOUN	32616	35.27
3005	jugoslovenski	ADJ	32613	35.26
3006	komunistički	ADJ	32603	35.25
3007	žalost	NOUN	32603	35.25
3008	cigareta	NOUN	32602	35.25
3009	vanredni	ADJ	32570	35.22
3010	osvrnuti	VERB	32561	35.21
3011	ton	NOUN	32547	35.19
3012	rešenje	NOUN	32536	35.18
3013	korijen	NOUN	32515	35.16
3014	arhiv	NOUN	32508	35.15
3015	instalacija	NOUN	32504	35.14
3016	postizanje	NOUN	32485	35.12
3017	gostovanje	NOUN	32483	35.12
3018	rival	NOUN	32458	35.09
3019	trojica	NOUN	32456	35.09
3020	prilagoditi	VERB	32432	35.07
3021	prah	NOUN	32417	35.05
3022	matičan	ADJ	32406	35.04
3023	posve	ADV	32400	35.03
3024	mozak	NOUN	32398	35.03
3025	prihvatljiv	ADJ	32386	35.02
3026	korišćenje	NOUN	32376	35.01
3027	pokrenuti	ADJ	32369	35.00
3028	lokalitet	NOUN	32347	34.97
3029	posuda	NOUN	32344	34.97
3030	podloga	NOUN	32340	34.97
3031	navrat	NOUN	32334	34.96
3032	talijanski	ADJ	32326	34.95
3033	ambijent	NOUN	32303	34.93
3034	civilizacija	NOUN	32290	34.91
3035	brojka	NOUN	32287	34.91
3036	grob	NOUN	32272	34.89
3037	izražavati	VERB	32271	34.89
3038	voditelj	NOUN	32269	34.89
3039	detaljno	ADV	32265	34.89
3040	Zvezda	NOUN	32260	34.88
3041	trenirati	VERB	32246	34.87
3042	spašavanje	NOUN	32238	34.86
3043	nož	NOUN	32229	34.85
3044	itekako	ADV	32227	34.84
3045	obavezno	ADV	32219	34.84
3046	efekt	NOUN	32183	34.80
3047	destinacija	NOUN	32170	34.78
3048	finansio	NOUN	32155	34.77
3049	odobrenje	NOUN	32130	34.74
3050	približiti	VERB	32113	34.72
3051	prevara	NOUN	32109	34.72
3052	legendaran	ADJ	32081	34.69
3053	mast	NOUN	32079	34.68
3054	rujan	NOUN	32076	34.68
3055	dokazivati	VERB	32057	34.66
3056	svibanj	NOUN	32041	34.64
3057	prezime	NOUN	32035	34.64
3058	pretraga	NOUN	32032	34.63
3059	pjesnik	NOUN	32023	34.62
3060	cjepivo	NOUN	31994	34.59
3061	vođenje	NOUN	31984	34.58
3062	općenito	ADV	31973	34.57
3063	potražnja	NOUN	31953	34.55
3064	pogoditi	ADJ	31936	34.53
3065	raspolagati	VERB	31901	34.49
3066	okupljati	VERB	31896	34.49
3067	zapis	NOUN	31889	34.48
3068	t.	NOUN	31888	34.48
3069	elita	NOUN	31887	34.48
3070	pozvati	ADJ	31863	34.45
3071	eksplozija	NOUN	31845	34.43
3072	stomak	NOUN	31839	34.43
3073	nabaviti	VERB	31815	34.40
3074	uništiti	ADJ	31795	34.38
3075	entitetski	ADJ	31774	34.35
3076	porod	NOUN	31773	34.35
3077	koljeno	NOUN	31770	34.35
3078	podnositi	VERB	31765	34.35
3079	štrajk	NOUN	31762	34.34
3080	tel	NOUN	31761	34.34
3081	iskazati	VERB	31759	34.34
3082	asocijacija	NOUN	31749	34.33
3083	izvođač	NOUN	31690	34.26
3084	osvajanje	NOUN	31657	34.23
3085	spoljan	ADJ	31652	34.22
